,outputs,nb_plays-0-units-128-ensemble-1-diff,nb_plays-0-units-128-ensemble-2-diff,nb_plays-0-units-128-ensemble-3-diff,nb_plays-0-units-128-ensemble-4-diff,nb_plays-0-units-128-ensemble-5-diff,nb_plays-0-units-128-ensemble-6-diff,nb_plays-0-units-128-ensemble-7-diff,nb_plays-0-units-128-ensemble-8-diff,nb_plays-0-units-128-ensemble-9-diff,nb_plays-0-units-128-ensemble-10-diff,nb_plays-0-units-128-ensemble-11-diff,nb_plays-0-units-128-ensemble-12-diff,nb_plays-0-units-128-ensemble-13-diff,nb_plays-0-units-128-ensemble-14-diff,nb_plays-0-units-128-ensemble-15-diff,nb_plays-0-units-128-ensemble-16-diff,nb_plays-0-units-128-ensemble-17-diff,nb_plays-0-units-128-ensemble-19-diff,lower,higher,average
254,2.090931749,3.404,10.311,-19.772,2.804,23.611,-17.377,9.824,-14.383,10.424,12.505,-11.446,7.343,18.376,-14.708,10.777,-18.743,-13.778,-12.16,-19.772,23.611,-0.721555556
255,-0.804508997,-1.502,-5.536,4.334,-1.974,-10.272,9.288,-4.012,10.764,-11.484,-8.616,11.376,-3.795,-13.151,7.253,-7.342,9.262,3.54,7.19,-13.151,11.376,-0.259833333
256,0.072897289,0.3,2.576,-5.495,-0.122,5.761,-4.321,2.137,-1.975,4.438,0.107,-2.748,-0.883,3.73,-1.487,2.373,-4.401,-3.372,-1.893,-5.495,5.761,-0.293055556
257,-0.585157426,-1.369,-3.804,6.563,-1.664,-10.88,9.747,-3.121,7.826,-6.717,-5.703,9.543,-2.825,-9.766,7.051,-5.788,8.714,4.82,5.806,-10.88,9.747,0.4685
258,-0.93611994,-1.383,-2.923,6.381,-1.077,-8.535,4.406,-4.045,3.648,-0.535,-5.162,2.621,-2.467,-4.475,5.709,-3.326,7.544,5.015,4.232,-8.535,7.544,0.312666667
259,0.292248861,0.507,1.738,-0.996,0.292,2.166,-0.389,2.73,-2.683,1.379,3.097,-3.672,1.156,2.695,-1.664,1.42,-3.22,-1.124,-1.678,-3.672,3.097,0.097444444
260,0.160637918,0.402,0.771,-1.86,0.269,1.739,-2.38,0.464,-1.964,2.465,5.187,-1.99,0.913,1.398,-1.355,1.706,-1.271,-0.792,-1.036,-2.38,5.187,0.148111111
261,0.99417389,2.065,9.128,-11.256,2.068,14.583,-11.484,7.584,-8.89,5.313,5.554,-20.693,4.53,11.325,-9.141,6.31,-11.71,-8.026,-7.795,-20.693,14.583,-1.140833333
262,-0.146454282,-0.245,-2.057,-0.135,-0.427,-1.762,0.647,-0.785,2.764,-2.617,-2.512,5.078,-0.392,-3.784,1.002,-1.303,1.421,0.309,1.554,-3.784,5.078,-0.180222222
263,0.029026975,0.339,3.293,-4.04,0.172,4.866,-1.475,1.808,-1.642,-0.186,1.142,-5.449,0.189,2.997,-2.055,0.861,-2.819,-2.48,-1.892,-5.449,4.866,-0.353944444
264,1.213525462,4.313,10.767,-18.564,3.301,28.087,-21.87,14.734,-18.739,15.279,14.033,-14.503,11.723,27.162,-20.772,13.892,-21.632,-12.879,-15.588,-21.87,28.087,-0.069777778
265,0.950303576,16.652,37.483,-24.592,9.183,43.787,-46.931,13.972,-28.155,11.985,10.79,-56.915,20.125,58.57,-40.58,20.733,-27.098,-16.802,-26.476,-56.915,58.57,-1.348277778
266,1.476747348,74.201,72.247,-70.208,53.394,146.412,-94.82,99.258,-134.384,103.316,61.051,-43.403,74.023,172.834,-100.046,111.053,-87.271,-57.402,-148.447,-148.447,172.834,12.87822222
267,0.467730118,84.977,105.974,-41.74,54.014,79.069,-47.692,81.276,-23.472,79.042,27.695,-58.253,87.703,58.858,-4.311,117.909,-38.547,-31.621,-113.51,-113.51,117.909,23.18727778
268,0.292248861,15.916,-1.989,-21.031,35.382,25.574,-5.78,75.796,-3.258,17.947,-1.855,-24.532,28.152,10.55,9.05,46.66,-12.607,-19.204,-27.479,-27.479,75.796,8.182888889
269,-0.058713654,-12.335,-19.4,29.037,-41.685,-45.213,55.76,-71.552,58.409,-67.427,-65.766,60.591,-47.345,-21.852,14.182,-53.073,35.364,28.209,69.014,-71.552,69.014,-5.282333333
270,0.204508232,2.917,-24.988,-8.662,17.294,18.074,-11.84,13.188,-23.11,17.176,-22.356,33.865,13.312,9.774,-6.489,20.6,-22.351,-12.497,-21.754,-24.988,33.865,-0.435944444
271,-1.901266856,-11.967,-24.939,25.988,-18.636,-46.129,44.821,-10.675,32.887,-14.649,-12.529,55.395,-18.642,-21.626,14.082,-50.106,32.753,16.01,26.892,-50.106,55.395,1.051666667
272,1.69609892,8.686,-2.209,-12.107,24.444,15.287,-23.909,14.833,-19.617,17.514,21.737,-31.599,22.026,14.666,-11.545,16.572,-25.329,-17.357,-27.315,-31.599,24.444,-0.845666667
273,1.125784833,1.76,16.497,-7.512,14.388,5.535,-11.886,9.729,-3.393,26.969,10.84,-5.688,-1.193,4.316,-0.267,-4.036,-12.643,-3.986,-43.57,-43.57,26.969,-0.23
274,-1.989007485,-8.638,-24.916,17.695,-16.254,-21.504,21.558,-42.51,20.911,-25.586,-30.028,17.488,-12.884,-15.532,12.243,-21.225,17.793,10.666,26.774,-42.51,26.774,-4.108277778
275,-1.94513717,-11.012,-24.731,16.195,-14.572,-20.988,30.15,-3.723,15.15,-26.461,-5.9,27.533,-11.401,-9.652,6.173,-15.687,12.625,10.1,23.618,-26.461,30.15,-0.1435
276,-1.506434027,-23.123,-16.8,23.93,-24.583,-31.221,9.179,-38.637,23.264,1.042,-11.993,7.229,-20.12,-16.511,12.323,-20.012,19.972,15.79,19.856,-38.637,23.93,-3.911944444
277,0.160637918,-19.215,-14.768,14.436,-18.15,-17.536,17.532,-1.418,17.751,-25.454,-0.412,14.038,-12.214,-4.518,4.047,-13.346,10.162,11.776,32.631,-25.454,32.631,-0.258777778
278,-0.541287111,-26.658,-6.218,21.277,-25.596,-26.117,7.137,-25.824,32.856,-0.622,-1.841,9.412,-25.803,-13.953,15.594,-20.256,17.31,21.776,22.714,-26.658,32.856,-1.378444444
279,-2.208359056,-32.11,-32.649,25.984,-29.331,-30.533,43.423,-11.854,40.17,-48.834,-5.655,26.101,-30.542,-21.751,28.012,-17.854,22.908,24.055,61.929,-48.834,61.929,0.637166667
280,-1.067730884,-40.492,-4.341,30.56,-32.378,-44.436,19.459,-51.537,26.788,-30.042,-8.228,12.251,-29.896,-43.258,55.303,-42.69,34.081,20.87,40.812,-51.537,55.303,-4.843
281,-1.374823084,-44.836,-53.926,26.921,-25.146,-47.466,48.805,-13.828,13.697,-44.274,-4.966,34.491,-33.88,-93.695,40.413,-27.364,37.729,16.22,52.882,-93.695,52.882,-6.567944444
282,-0.848379312,-1.313,3.354,20.771,-5.991,-36.703,15.187,-51.389,1.006,-9.746,-6.732,-3.215,-25.204,-72.069,5.953,-49.972,29.925,16.22,22.385,-72.069,29.925,-8.196277778
283,-0.453546483,-2.65,-33.713,13.04,8.825,-22.152,13.171,-3.108,2.178,-17.468,-1.59,8.748,-0.52,-41.124,-1.304,-16.056,21.179,13.497,23.468,-41.124,23.468,-1.976611111
284,0.643211376,1.918,12.788,-4.343,21.059,-1.368,-6.975,-7.521,-6.411,11.277,10.166,-11.298,1.586,-4.587,-5.279,-5.562,-5.714,0.836,6.301,-11.298,21.059,0.381833333
285,-0.278065225,-0.809,-9.506,6.33,5.539,-13.656,4.341,-6.272,4.017,-10.18,-3.488,4.928,-0.827,-3.005,1.336,-5.443,7.185,9.975,14.346,-13.656,14.346,0.267277778
286,-0.892249626,-2.623,-2.252,7.672,-0.404,-13.502,5.858,-12.037,2.557,2.579,-9.041,2.332,-1.887,-3.772,1.818,-5.832,8.849,9.924,4.568,-13.502,9.924,-0.2885
287,0.029026975,-0.429,-0.867,-0.572,0.042,-1.638,-0.254,-5.066,-1.639,-1.892,2.022,-0.502,0.514,0.73,-1.326,0.542,-1.377,2.021,0.107,-5.066,2.022,-0.532444444
288,-0.760638683,-2.193,-2.598,5.645,-1.071,-6.912,5.279,-7.704,3.056,-0.761,-5.181,2.858,-1.163,-2.466,2.325,-3.844,6.263,5.08,2.01,-7.704,6.263,-0.0765
289,-0.453546483,-1.915,-3.341,3.431,-0.782,-3.5,5.226,-7.907,1.045,-1.571,-1.664,9.2,-1.263,-0.813,0.94,-1.726,3.926,2.521,0.871,-7.907,9.2,0.148777778
290,0.336119175,1.356,6.225,-6.05,1.424,7.058,-8.484,3.394,-4.874,4.6,10.714,-11.749,2.272,3.16,-3.399,3.542,-6.653,-3.94,-2.592,-11.749,10.714,-0.222
291,0.423859804,1.725,0.755,-2.764,0.886,2.229,-2.587,0.595,-1.383,-0.31,2.405,-5.536,1.506,1.099,-1.216,1.018,-3.577,-2.273,-1.114,-5.536,2.405,-0.474555556
292,-0.102583968,-0.092,-1.919,2.117,-0.363,-2.989,-0.172,-1.623,2.02,-0.86,-4.484,2.782,-0.792,-1.301,1.153,-1.617,2.895,0.992,1.06,-4.484,2.895,-0.177388889
293,0.555470747,2.411,3.898,-4.941,0.912,5.331,-5.031,2.841,-3.781,2.674,3.611,-7.361,1.219,2.692,-2.476,2.641,-6.306,-4.001,-2.064,-7.361,5.331,-0.4295
294,-0.365805854,-1.115,-3.877,5.113,-0.906,-6.163,3.783,-3.509,4.439,-3.702,-3.855,6.821,-1.142,-3.004,2.729,-3.286,6.3,3.892,2.247,-6.163,6.821,0.264722222
295,0.160637918,1.005,2.478,-2.77,0.449,3.406,-2.358,1.354,-2.875,3.072,2.201,-2.609,0.36,1.843,-1.725,1.906,-3.397,-2.139,-1.264,-3.397,3.406,-0.059055556
296,-0.979990255,-3.245,-5.984,8.579,-1.771,-9.484,9.453,-5.628,6.517,-5.818,-9.555,8.329,-2.299,-4.225,4.44,-4.984,9.315,6.316,3.334,-9.555,9.453,0.182777778
297,0.555470747,0.89,4.718,-5.725,1.091,7.233,-4.677,3.623,-5.573,5.833,6.084,-5.795,1.282,3.396,-3.542,3.969,-5.971,-3.989,-2.525,-5.971,7.233,0.017888889
298,1.169655148,3.452,4.434,-6.746,1.551,7.089,-10.1,5.496,-4.06,0.858,12.973,-6.409,2.787,3.177,-2.946,3.033,-8.762,-5.76,-2.849,-10.1,12.973,-0.154555556
299,0.906433262,3.795,3.097,-6.118,1.022,4.503,-7.822,3.242,-3.278,2.781,2.394,-10.511,1.277,2.34,-2.353,2.106,-5.865,-6.254,-1.984,-10.511,4.503,-0.979333333
300,-0.804508997,-0.109,-4.103,4.616,-0.916,-6.274,3.895,-3.784,5.559,-4.72,-6.92,9.345,-1.479,-3.634,3.002,-3.344,7.116,2.96,2.734,-6.92,9.345,0.219111111
301,0.774822319,2.77,4.481,-6.639,0.889,6.591,-7.7,4.621,-5.536,5.381,3.304,-9.949,1.09,3.856,-3.108,3.489,-7.903,-5.999,-2.716,-9.949,6.591,-0.726555556
302,0.99417389,2.963,2.984,-4.775,0.725,4.295,-5.115,2.496,-1.821,-0.149,5.712,0.133,1.388,1.76,-1.807,1.634,-5.283,-4.514,-1.739,-5.283,5.712,-0.061833333
303,-0.409676168,1.044,-1.305,0.206,-0.259,-2.049,-0.921,-1.291,1.33,-0.767,-3.073,1.532,-0.564,-1.416,1.018,-1.391,2.397,-0.448,0.961,-3.073,2.397,-0.277555556
304,1.257395776,2.509,4.178,-5.315,0.64,5.552,-4.464,3.628,-3.274,2.223,5.549,-3.448,0.856,3.057,-2.457,2.735,-5.766,-4.828,-2.232,-5.766,5.552,-0.047611111
305,1.915450491,3.842,4.649,-8.297,1.075,9.114,-10.014,5.761,-5.415,4.29,2.14,-15.596,1.732,4.756,-4.239,4.29,-8.734,-7.16,-3.794,-15.596,9.114,-1.2
306,-2.252229371,-1.135,-5.417,7.363,-1.339,-9.745,7.996,-6.26,8.56,-7.671,-9.832,13.261,-2.007,-7.185,5.564,-5.82,10.768,5.048,4.958,-9.832,13.261,0.394833333
307,-0.32193554,-1.071,-2.376,2.585,-0.591,-4.132,4.081,-1.038,0.845,1.027,0.405,8.084,-1.121,-0.83,1.367,-1.503,3.331,2.272,1.276,-4.132,8.084,0.700611111
308,0.336119175,0.295,2.665,-1.356,0.283,1.666,-0.578,1.486,-1.455,0.376,2.413,-2.91,0.742,1.299,-1.059,1.137,-2.849,-0.7,-0.932,-2.91,2.665,0.029055556
309,0.204508232,0.535,-0.38,-1.521,0.23,1.377,-2.223,1.811,-1.37,1.174,0.68,-3.968,0.412,0.695,-0.714,0.805,-0.918,-0.968,-0.641,-3.968,1.811,-0.276888889
310,0.292248861,0.72,1.742,-1.361,0.198,1.777,-0.762,0.971,-0.537,0.063,3.448,0.063,0.26,0.731,-0.689,0.76,-1.545,-1.383,-0.644,-1.545,3.448,0.211777778
311,0.467730118,1.201,0.898,-2.767,0.339,3.026,-3.332,3.35,-1.915,1.607,-0.141,-4.973,0.509,1.472,-1.293,1.407,-2.689,-2.402,-1.185,-4.973,3.35,-0.382666667
312,1.169655148,2.566,4.37,-6.743,0.823,7.686,-5.443,3.365,-4.121,2.983,5.567,-3.712,1.24,4.092,-3.535,3.494,-6.808,-5.421,-3.172,-6.808,7.686,-0.153833333
313,-1.111601198,-0.63,-4.356,4.395,-0.812,-5.97,5.03,-1.42,5.34,-4.586,-6.117,8.562,-1.169,-4.859,3.633,-3.667,6.419,2.975,3.201,-6.117,8.562,0.331611111
314,1.476747348,2.051,7.056,-10.397,1.255,11.54,-8.698,5.306,-8.366,7.174,9.382,-10.403,1.926,7.915,-5.994,6.051,-10.728,-7.555,-5.357,-10.728,11.54,-0.435666667
315,-0.497416797,-0.467,-3.098,2.818,-0.591,-4.319,3.336,0.229,5.307,-5.006,-5.232,3.708,-0.739,-4.729,2.964,-3.003,4.347,1.891,2.615,-5.232,5.307,0.001722222
316,-1.725785599,-1.567,-2.976,6.387,-1.123,-8.148,5.793,-4.442,4.137,-2.926,-7.271,5.063,-1.966,-4.125,4.069,-4.116,8.532,4.812,3.624,-8.148,8.532,0.208722222
317,-0.804508997,-2.47,-5.504,8.011,-0.94,-8.022,6.936,-2.569,4.233,-2.699,-2.662,11.524,-1.199,-3.056,2.904,-3.335,5.754,5.91,2.728,-8.022,11.524,0.863555556
318,-1.111601198,-3.118,-1.202,6.753,-0.853,-6.93,6.292,-3.952,2.515,-0.524,-5.443,1.029,-1.135,-2.242,2.198,-2.041,7.189,6.6,2.141,-6.93,7.189,0.404277778
319,1.125784833,0.94,2.447,-5.539,1.113,7.176,-6.916,4.357,-5.909,3.736,5.991,-11.726,1.684,4.486,-3.677,3.829,-8.548,-3.776,-3.302,-11.726,7.176,-0.757444444
320,0.774822319,1.294,2.497,-3.123,0.693,4.039,-2.587,0.784,-1.933,1.064,6.18,-0.03,1.167,1.455,-1.598,1.79,-3.363,-2.479,-1.544,-3.363,6.18,0.239222222
321,0.906433262,1.946,2.204,-4.459,0.637,5.259,-5.793,4.433,-2.857,1.963,2.146,-7.811,0.67,2.567,-2.275,2.339,-4.352,-4.175,-2.074,-7.811,5.259,-0.535111111
322,0.730952004,2.233,3.111,-5.578,0.625,6.339,-4.293,1.558,-2.583,1.77,4.063,-1.227,0.958,2.753,-2.542,2.417,-5.215,-4.71,-2.324,-5.578,6.339,-0.146944444
323,0.774822319,1.946,5.278,-9.33,1.015,9.43,-8.023,7.373,-5.011,3.746,1.491,-13.956,1.994,5.4,-4.729,4.169,-7.777,-6.84,-4.156,-13.956,9.43,-0.998888889
324,1.345136405,1.628,4.142,-10.025,1.085,10.51,-7.435,3.498,-4.622,2.665,5.104,-2.579,2.739,5.909,-5.424,3.982,-8.04,-7.055,-4.645,-10.025,10.51,-0.475722222
325,2.134802063,11.445,29.878,-31.821,6.764,45.053,-38.799,22.432,-29.713,21.348,15.489,-58.02,18.661,45.305,-33.16,22.167,-33.748,-21.761,-25.831,-58.02,45.305,-1.906166667
326,0.37998949,14.396,12.292,-20.791,6.739,33.741,-30.709,15.001,-20.485,2.246,5.097,-1.102,17.514,51.228,-35.699,15.004,-21.135,-13.463,-19.873,-35.699,51.228,0.555611111
327,-0.453546483,-1.718,-1.237,2.36,-7.042,-0.776,-10.719,-7.198,7.408,-13.196,-4.892,-2.524,-1.957,16.502,-10.816,-6.376,0.297,1.99,7.753,-13.196,16.502,-1.785611111
328,0.116767604,8.823,9.806,-11.575,-1.44,28.768,-20.569,10.521,-16.666,7.618,1.497,-7.998,7.07,54.315,-35.471,8.875,-17.386,-9.28,-11.378,-35.471,54.315,0.307222222
329,0.774822319,37.396,94.868,-36.806,19.55,82.326,-69.14,30.93,-73.734,38.511,22.997,-53.161,37.646,82.001,-52.138,57.513,-43.94,-26.863,-61.123,-73.734,94.868,4.824055556
330,-0.892249626,7.628,-17.255,7.283,-9.135,-2.746,18.119,-3.614,1.387,-34.125,-23.295,18.609,2.867,7.896,9.904,-3.117,9.542,6.792,12.711,-34.125,18.609,0.525055556
331,-0.32193554,6.48,18.15,4.739,-5.36,6.684,-0.223,1.954,1.169,0.364,4.756,11.025,3.343,11.48,6.699,1.679,0.12,0.845,-1.885,-5.36,18.15,4.001055556
332,0.643211376,33.275,21.097,-22.752,32.233,46.337,-19.438,38.999,-41.099,31.945,17.987,-19.531,33.978,26.691,-3.441,52.347,-32.026,-17.425,-49.157,-49.157,52.347,7.223333333
333,-0.453546483,8.051,-6.323,1.667,9.197,-0.272,11.201,-4.496,11.216,-3.195,-5.406,18.487,0.483,5.283,7.096,-0.615,7.044,5.243,-6.546,-6.546,18.487,3.228611111
334,-1.550304341,-5.037,-12.472,17.114,-9.691,-18.274,12.091,-25.844,8.774,-24.323,-22.142,8.998,-13.129,-8.415,7.741,-9.925,13.238,12.732,30.076,-25.844,30.076,-2.138222222
335,-0.365805854,-4.372,-15.191,16.592,-6.885,-12.234,17.491,1.713,8.93,-1.824,-2.921,17.171,-7.088,-0.47,2.691,-1.391,8.241,7.652,12.222,-15.191,17.491,2.240388889
336,-0.979990255,-8.232,-5.609,15.975,-6.335,-10.748,0.173,-22.119,2.955,-8.112,-4.811,3.617,-9.046,-4.056,3.141,-4.48,7.399,7.514,8.772,-22.119,15.975,-1.889
337,-1.067730884,-12.116,-11.493,14.921,-5.986,-12.944,13.564,0.645,9.74,-1.684,-2.349,11.296,-11.136,-3.907,3.951,-6.546,8.143,8.456,6.636,-12.944,14.921,0.510611111
338,-0.278065225,-16.088,-4.707,14.435,-6.36,-14.376,1.139,-25.894,8.387,-10.953,0.534,7.384,-13.22,-6.582,5.741,-15.013,11.461,9.578,17.256,-25.894,17.256,-2.071
339,1.081914519,3.813,29.503,-9.389,12.339,18.764,-22.796,12.032,-11.894,14.256,6.923,-29.42,8.589,14.897,-13.45,11.163,-13.446,-5.828,-21.157,-29.42,29.503,0.272166667
340,-1.506434027,-24.099,-27.849,19.313,-13.77,-29.147,17.771,-20.926,16.586,-16.493,-14.485,22.195,-23.847,-18.09,18.652,-37.5,23.275,15.722,29.515,-37.5,29.515,-3.509833333
341,0.423859804,-8.102,7.752,-2.239,2.645,4.705,4.293,0.354,2.564,8.51,5.9,-5.503,-4.154,6.425,-4.877,0.46,-0.501,-0.87,-2.763,-8.102,8.51,0.811055556
342,-1.462563713,-27.851,-20.404,17.995,-14.109,-31.652,14.043,-13.63,24.494,-14.575,-11.855,16.01,-24.801,-19.233,21.144,-41.155,26.383,13.775,14.65,-41.155,26.383,-3.931722222
343,-1.374823084,-26.079,-23.672,10.78,-9.124,-24.139,38.595,-7.966,31.89,2.642,-1.884,25.517,-25.504,-17.243,23.672,-13.981,17.778,8.571,23.219,-26.079,38.595,1.837333333
344,1.652228605,0.066,6.605,-0.443,1.374,-3.353,-5.01,0.746,24.329,-4.38,10.909,-1.034,-1.057,-0.503,16.856,-8.872,7.558,0.294,18.746,-8.872,24.329,3.490611111
345,0.248378547,0.573,2.167,-4.042,7.984,-0.975,-1.387,-0.19,5.2,6.843,0.099,-5.397,1.095,2.036,12.897,-0.514,-1.946,-0.936,12.422,-5.397,12.897,1.996055556
346,-0.32193554,-0.829,-5.884,5.528,-3.235,-22.688,18.343,-3.999,24.046,-8.342,-4.978,10.25,-1.431,-15.417,25.484,-8.444,13.807,3.74,8.436,-22.688,25.484,1.910388889
347,-1.63804497,-1.637,-32.59,9.122,-3.68,-29.569,41.219,-5.586,8.941,1.233,-5.937,25.431,-1.697,-31.501,25.592,-8.374,13.174,6.699,8.447,-32.59,41.219,1.0715
348,-0.804508997,-1.828,1.017,7.573,-0.611,-27.681,15.363,-4.399,14.657,-7.795,-4.741,2.951,-0.835,-46.805,12.146,-6.513,10.07,5.323,2.982,-46.805,15.363,-1.618111111
349,0.643211376,0.109,-16.435,-0.701,0.669,-12.816,10.056,0.43,-8.039,6.773,1.931,8.084,0.773,-39.193,0.13,0.072,3.797,-0.015,-0.84,-39.193,10.056,-2.511944444
350,-0.672898054,-1.345,-4.582,5.13,-0.437,-18.964,6.044,-3.993,8.928,-6.936,-1.303,1.992,-0.555,-50.289,2.815,-4.677,3.531,3.934,1.82,-50.289,8.928,-3.2715
351,-1.63804497,-5.107,-42.731,13.743,-1.94,-26.742,17.037,-9.871,4.795,-1.698,-7.781,25.967,-2.973,-56.947,5.364,-7.649,21.74,11.542,4.87,-56.947,25.967,-3.243388889
352,0.248378547,-1.459,5.497,-0.515,0.316,-3.8,1.235,0.196,-0.787,-0.865,2.666,-9.897,0.451,-22.267,-1.677,0.048,-5.517,0.594,-1.322,-22.267,5.497,-2.061277778
353,1.301266091,1.698,-3.574,-6.462,1.326,3.687,-7.766,3.949,-7.004,5.606,4.269,-14.093,2.34,3.49,-3.564,3.535,-6.825,-4.588,-3.28,-14.093,5.606,-1.514222222
354,-1.067730884,-2.337,-5.788,7.683,-1.096,-10.149,7.914,-5.596,7.64,-6.785,-8.372,10.441,-1.682,-8.376,3.799,-4.937,9.785,6.102,3.449,-10.149,10.441,0.094166667
355,0.774822319,1.191,0.639,-5.363,0.824,5.111,-5.985,3.382,-6.101,6.403,5.889,-8.115,0.894,3.512,-3.019,3.213,-6.609,-4.431,-2.652,-8.115,6.403,-0.623166667
356,0.116767604,1.138,1.263,-1.95,0.422,2.15,-1.233,0.389,0.334,-2.045,2.423,1.508,0.993,-0.731,-0.729,0.09,-2.766,-1.767,-0.78,-2.766,2.423,-0.071722222
357,0.467730118,1.496,0.484,-3.358,0.394,2.653,-4.524,2.589,-2.904,2.661,1.734,-5.463,0.358,1.416,-1.331,1.132,-2.181,-3.044,-1.155,-5.463,2.661,-0.502388889
358,-0.892249626,-1.036,-2.614,4.81,-0.785,-5.503,5.121,-3.55,5.386,-4.85,-4.445,7.306,-1.12,-3.61,2.721,-3.429,5.552,3.265,2.436,-5.503,7.306,0.314166667
359,0.555470747,1.048,1.465,-3.997,0.487,3.7,-4.098,3.097,-4.397,4.681,3.077,-5.836,0.593,2.741,-2.025,2.162,-4.124,-3.035,-1.777,-5.836,4.681,-0.346555556
360,1.169655148,1.756,3.091,-3.728,0.602,4.565,-2.88,1.428,-1.47,0.018,3.932,-0.828,1.126,1.814,-1.821,1.891,-4.535,-3.217,-1.703,-4.535,4.565,0.002277778
361,0.467730118,1.574,0.699,-2.982,0.305,2.625,-3.601,3.077,-1.936,1.62,0.369,-4.996,0.355,1.069,-1.055,1.029,-1.947,-2.808,-0.966,-4.996,3.077,-0.4205
362,0.511600433,1.811,2.379,-3.479,0.361,4.037,-2.556,0.839,-1.019,0.241,3.331,-0.374,0.497,1.625,-1.483,1.367,-3.417,-3.403,-1.375,-3.479,4.037,-0.034333333
363,0.818692633,2.052,2.675,-5.648,0.527,5.271,-4.811,5.203,-3.311,2.909,0.904,-8.329,0.862,2.735,-2.422,2.334,-4.645,-4.393,-2.176,-8.329,5.271,-0.570166667
364,3.01220835,4.203,12.618,-22.169,3.384,26.579,-19.549,11.225,-16.062,12.077,16.914,-15.714,7.836,20.045,-15.969,12.563,-21.708,-15.698,-13.431,-22.169,26.579,-0.714222222
365,-0.365805854,-0.45,-2.643,0.172,-1.205,-4.863,3.527,-0.6,6.842,-8.402,-6.497,3.06,-1.559,-8.686,3.444,-4.377,4.627,0.426,4.004,-8.686,6.842,-0.732222222
366,-0.804508997,-0.998,-2.229,1.577,-1.448,-4.421,3.569,-3.323,5.564,-3.347,-7.244,5.619,-4.174,-4.935,5.085,-3.189,4.493,1.533,3.535,-7.244,5.619,-0.240722222
367,1.389006719,3.316,18.221,-17.996,2.713,24.015,-18.818,13.803,-16.611,13.967,10.974,-34.604,7.837,20.403,-15.116,11.05,-19.189,-12.345,-12.792,-34.604,24.015,-1.176222222
368,-1.243212141,-2.509,-8.652,9.232,-2.511,-17.134,11.53,-7.606,13.886,-13.883,-14.922,16.216,-5.15,-17.661,10.871,-9.252,14.016,7.751,10.225,-17.661,16.216,-0.3085
369,0.204508232,0.186,1.462,-3.286,-0.363,4.186,0.835,3.027,-1.975,5.114,6.214,-2.193,-1.209,3.419,-0.955,1.721,-3.439,-2.325,-1.617,-3.439,6.214,0.489
370,-1.813526227,-2.476,-8.717,14.558,-2.15,-19.325,11.315,-7.865,11.851,-10.035,-9.58,11.723,-3.739,-13.938,11.486,-8.859,16.577,9.88,9.389,-19.325,16.577,0.560833333
371,-0.497416797,-1.184,-8.164,6.938,-0.922,-7.49,9.579,-3.07,0.87,2.159,0.154,19.974,-1.51,-1.926,3.584,-2.398,6.385,5.158,2.805,-8.164,19.974,1.719
372,-0.892249626,-1.043,-1.76,9.014,-0.13,-7.566,3.492,-3.859,3.213,-3.881,0.215,-0.317,-0.291,-2.662,2.543,-2.401,4.474,5.444,2.239,-7.566,9.014,0.373555556
373,-1.155471512,-1.777,-6.36,7.244,-0.208,-6.616,6.153,-4.002,1.278,0.991,-2.94,16.576,-0.874,-1.957,1.929,-2.297,7.158,5.546,1.934,-6.616,16.576,1.209888889
374,-0.672898054,-2.286,-1.362,8.067,-0.311,-6.736,4.812,-4.398,3.28,-4.389,-3.566,-1.14,-0.844,-2.053,1.863,-2.246,3.767,5.742,1.744,-6.736,8.067,-0.003111111
375,1.169655148,0.829,1.287,-4.101,1.085,5.791,-5.339,2.632,-5.732,6.125,3.384,-6.885,1.318,3.87,-3.085,3.584,-5.175,-2.454,-2.738,-6.885,6.125,-0.311333333
376,-2.427710628,-3.988,-6.283,13.114,-1.468,-12.672,11.196,-8.278,9.465,-8.766,-11.36,11.302,-2.255,-6.727,5.567,-5.941,12.693,10.169,4.944,-12.672,13.114,0.595111111
377,0.467730118,0.037,1.381,-3.889,0.741,5.616,-4.07,1.698,-5.646,7.086,5.936,-4.432,0.633,3.696,-2.799,3.374,-5.32,-2.469,-2.361,-5.646,7.086,-0.043777778
378,1.608358291,2.056,4.829,-5.475,1.217,7.043,-4.965,2.457,-3.641,0.326,8.743,-4.02,2.124,3.387,-3.109,2.972,-8.015,-4.39,-2.982,-8.015,8.743,-0.080166667
379,-0.453546483,0.369,-1.941,0.505,-0.072,-1.25,-0.832,-0.025,0.935,-0.421,-1.686,0.557,-0.358,-1.407,0.875,-1.133,2.425,0.115,0.799,-1.941,2.425,-0.141388889
380,-0.760638683,-0.759,-0.891,3.129,-0.488,-3.304,3.273,-2.61,2.982,-3.09,-3.423,3.371,-0.917,-1.711,1.591,-1.934,3.128,1.835,1.421,-3.423,3.371,0.089055556
381,-0.93611994,-3.299,-6.774,8.589,-1.321,-8.711,8.16,-5.972,5.008,-1.868,-6.176,13.698,-1.913,-3.949,3.626,-3.591,9.135,7.239,3.347,-8.711,13.698,0.846
382,-1.725785599,-5.42,-2.737,11.119,-1.707,-8.364,12.162,-6.227,4.946,-3.943,-11.243,3.64,-2.546,-3.397,3.618,-3.717,9.173,10.575,3.076,-11.243,12.162,0.500444444
