,inputs,outputs,nb_plays-50-units-128-ensemble-1-predictions,nb_plays-50-units-128-ensemble-2-predictions,nb_plays-50-units-128-ensemble-3-predictions,nb_plays-50-units-128-ensemble-4-predictions,nb_plays-50-units-128-ensemble-5-predictions,nb_plays-50-units-128-ensemble-6-predictions,nb_plays-50-units-128-ensemble-7-predictions,nb_plays-50-units-128-ensemble-8-predictions,nb_plays-50-units-128-ensemble-9-predictions,nb_plays-50-units-128-ensemble-10-predictions,nb_plays-50-units-128-ensemble-11-predictions,nb_plays-50-units-128-ensemble-12-predictions,nb_plays-50-units-128-ensemble-13-predictions,nb_plays-50-units-128-ensemble-14-predictions,nb_plays-50-units-128-ensemble-15-predictions,nb_plays-50-units-128-ensemble-16-predictions,nb_plays-50-units-128-ensemble-17-predictions,nb_plays-50-units-128-ensemble-18-predictions,nb_plays-50-units-128-ensemble-19-predictions,nb_plays-50-units-128-ensemble-20-predictions,,lower,higher
240,-2.549,-29.833,-32.158,-29.602,-33.406,-34.584,-29.332,-33.419,-30.113,-33.38,-31.437,-32.62,-31.256,-36.524,-32.552,-33.813,-32.83,-31.5,-33.651,-35.038,-33.481,-31.552,,-36.524,-29.332
241,-4.471,-44.309,-48.344,-43.803,-46.083,-46.415,-46.507,-48.473,-49.507,-48.954,-46.368,-48.226,-48.084,-48.359,-45.449,-46.352,-45.9,-43.803,-49.349,-46.265,-45.74,-44.382,,-49.507,-43.803
242,-0.536,-15.724,-16.747,-13.388,-14.532,-14.627,-17.532,-16.565,-17.172,-16.839,-14.001,-20.909,-17.343,-19.107,-18.482,-17.143,-17.378,-13.672,-19.607,-19.335,-20.397,-23.782,,-23.782,-13.388
243,2.858,21.997,18.133,18.266,20.151,13.307,25.322,23.306,21.012,22.342,16.717,23.145,15.495,19.68,15.865,28.027,18.046,25.028,20.827,20.536,19.846,18.94,,13.307,28.027
244,-2.412,-19.383,-14.069,-12.808,-20.775,-17.821,-17.414,-21.672,-19.796,-18.173,-17.227,-18.506,-13.254,-16.133,-19.724,-19.919,-21.27,-13.468,-17.5,-20.408,-23.127,-21.308,,-23.127,-12.808
245,-4.296,-40.066,-37.545,-40.936,-39.973,-43.618,-37.21,-46.013,-36.625,-43.355,-37.899,-41.807,-37.419,-47.244,-42.416,-45.492,-38.932,-44.349,-44.201,-43.07,-40.948,-41.72,,-47.244,-36.625
246,-1.533,-23.119,-23.366,-22.273,-26.409,-29.289,-25.024,-26.798,-24.424,-27.263,-32.322,-25.615,-28.587,-25.153,-26.45,-22.485,-31.272,-28.5,-24.93,-29.028,-25.515,-26.806,,-32.322,-22.273
247,-5.498,-54.038,-55.369,-57.348,-56.709,-55.686,-51.453,-52.986,-55.162,-54.144,-57.027,-51.282,-57.234,-53.005,-56.339,-55.012,-57.929,-56.497,-53.858,-55.945,-51.997,-55.642,,-57.929,-51.282
248,-6.207,-62.782,-59.564,-63.473,-63.435,-65.079,-64.853,-68.973,-63.611,-61.341,-58.155,-65.232,-67.465,-61.102,-61.794,-64.207,-65.102,-64.102,-65.288,-63.094,-66.845,-61.866,,-68.973,-58.155
249,-3.936,-50.02,-53.835,-57.461,-56.648,-57.128,-53.733,-57.349,-52.557,-56.388,-51.682,-53.347,-57.682,-55.177,-54.038,-52.316,-59.356,-61.577,-55.129,-54.315,-56.603,-55.495,,-61.577,-50.02
250,-11.855,-132.361,-125.561,-127.488,-120.294,-126.535,-129.329,-129.334,-126.619,-128.519,-125.427,-127.026,-127.923,-124.854,-126.225,-125.5,-131.033,-123.545,-128.798,-126.367,-126.265,-125.2,,-132.361,-120.294
251,-7.639,-101.778,-89.591,-95.201,-79.531,-89.788,-93.848,-93.467,-82.317,-92.153,-89.555,-96.387,-89.041,-97.359,-82.002,-89.841,-96.97,-83.195,-84.087,-96.366,-81.169,-85.279,,-101.778,-79.531
252,-5.289,-76.916,-71.694,-68.575,-70.245,-70.855,-68.75,-67.774,-66.638,-66.282,-66.112,-72.028,-67.455,-72.848,-70.136,-69.101,-68.699,-68.614,-71.231,-70.177,-69.379,-69.551,,-76.916,-66.112
253,-8.371,-96.699,-95.002,-105.844,-96.639,-94.305,-93.635,-97.118,-96.116,-98.253,-95.553,-93.533,-95.256,-92.153,-98.836,-93.471,-95.857,-96.776,-96.545,-93.072,-98.754,-98.959,,-105.844,-92.153
254,-7.471,-93.756,-86.989,-86.309,-82.94,-76.941,-82.942,-84.683,-82.636,-91.201,-82.911,-89.29,-89.783,-86.547,-80.901,-82.146,-86.035,-76.487,-82.468,-82.937,-78.296,-83.719,,-93.756,-76.487
255,-5.743,-80.935,-73.365,-71.142,-71.926,-68.77,-70.875,-70.944,-71.618,-68.21,-70.417,-72.233,-68.527,-71.093,-71.858,-71.503,-70.315,-69.08,-72.672,-69.907,-72.735,-72.073,,-80.935,-68.21
256,-9.418,-106.638,-107.451,-110.209,-112.819,-101.879,-99.998,-112.82,-101.944,-106.829,-100.467,-104.039,-100.805,-101.319,-116.057,-111.376,-101.654,-105.906,-107.444,-105.889,-109.189,-102.051,,-116.057,-99.998
257,-5.761,-81.5,-73.369,-77.294,-72.557,-70.785,-70.307,-76.294,-73.403,-73.692,-74.743,-78.814,-73.284,-76.624,-76.298,-70.494,-70.19,-73.44,-80.45,-75.941,-77.263,-74.743,,-81.5,-70.19
258,-6.2,-82.207,-72.393,-74.147,-72.388,-75.511,-72.63,-71.212,-71.68,-69.751,-71.899,-73.602,-71.828,-71.257,-72.406,-70.694,-71.961,-69.508,-73.35,-71.041,-73.901,-73.832,,-82.207,-69.508
259,-4.566,-68.756,-66.767,-62.497,-63.529,-64.902,-68.853,-64.051,-64.559,-63.348,-66.196,-63.795,-66.593,-63.819,-65.358,-65.7,-65.587,-62.922,-62.915,-62.775,-65.849,-64.876,,-68.853,-62.497
260,-1.225,-28.783,-28.019,-23.124,-25.995,-25.75,-23.869,-26.733,-24.108,-23.326,-26.57,-26.998,-28.051,-24.097,-27.283,-37.014,-26.25,-25.685,-26.669,-24.49,-28.099,-29.34,,-37.014,-23.124
261,-4.212,-47.713,-45.652,-44.888,-48.994,-41.163,-46.262,-43.469,-48.351,-46.23,-43.337,-47.559,-46.664,-40.197,-45.099,-53.233,-41.196,-44.948,-47.541,-45.567,-49.624,-47.636,,-53.233,-40.197
262,-4.706,-52.256,-51.793,-50.345,-51.024,-49.977,-50.318,-49.644,-49.08,-49.33,-50.721,-50.19,-53.769,-53.017,-49.571,-55.393,-47.963,-48.744,-55.196,-48.818,-50.86,-50.902,,-55.393,-47.963
263,-4.507,-52.256,-53.47,-50.86,-54.734,-52.165,-51.388,-52.321,-53.159,-49.937,-49.674,-51.294,-53.999,-57.053,-52.555,-53.906,-52.817,-52.312,-54.562,-54.364,-54.185,-53.779,,-57.053,-49.674
264,-4.156,-51.095,-52.987,-51.116,-55.699,-52.142,-50.123,-53.81,-54.432,-49.887,-49.489,-51.282,-53.084,-56.557,-52.56,-51.77,-53.973,-52.285,-53.351,-52.936,-54.987,-54.495,,-56.557,-49.489
265,-7.919,-85.655,-83.231,-84.684,-92.673,-85.944,-82.469,-86.688,-86.221,-81.324,-85.315,-85.621,-86.241,-84.491,-83.657,-86.804,-87.159,-84.364,-87.545,-87.329,-91.305,-82.902,,-92.673,-81.324
266,-5.24,-69.448,-64.372,-68.566,-69.735,-69.276,-66.827,-67.878,-72.284,-63.595,-67.348,-69.349,-63.815,-69.731,-67.957,-69.954,-68.681,-67.615,-68.413,-69.488,-70.119,-66.448,,-72.284,-63.595
267,-3.994,-57.928,-62.704,-60.849,-61.85,-62.775,-61.055,-62.132,-60.469,-60.584,-57.626,-59.552,-60.566,-57.877,-62.381,-58.059,-62.08,-60.808,-57.195,-63.888,-58.375,-59.431,,-63.888,-57.195
268,-9.053,-98.596,-102.626,-97.82,-101.376,-100.84,-97.478,-105.667,-109.993,-97.144,-100.432,-99.715,-96.516,-101.106,-107.954,-108.678,-98.546,-100.793,-97.915,-99.136,-108.276,-102.087,,-109.993,-96.516
269,-2.362,-41.752,-42.12,-40.246,-44.62,-41.446,-42.302,-42.77,-44.808,-40.166,-44.08,-45.016,-41.003,-42.616,-45.168,-45.531,-41.794,-41.478,-46.711,-46.851,-43.784,-46.778,,-46.851,-40.166
270,-1.729,-34.593,-33.86,-37.411,-36.069,-35.319,-31.805,-32.663,-32.668,-31.787,-35.622,-32.823,-31.687,-29.966,-37.048,-31.937,-35.202,-35.853,-32.699,-33.092,-34.023,-35.358,,-37.411,-29.966
271,-6.879,-74.71,-78.379,-72.269,-72.186,-72.421,-69.07,-76.099,-73.64,-73.769,-75.356,-72.122,-78.524,-73.151,-78.143,-75.978,-76.557,-67.546,-77.497,-75.251,-72.542,-71.804,,-78.524,-67.546
272,-5.717,-70.184,-64.531,-61.912,-65.974,-65.47,-61.79,-62.517,-66.922,-63.264,-64.602,-66.257,-67.07,-68.577,-64.546,-68.698,-65.676,-62.912,-68.024,-64.333,-62.272,-63.331,,-70.184,-61.79
273,-7.633,-82.751,-89.346,-87.059,-75.721,-87.317,-86.202,-81.051,-85.622,-78.039,-77.818,-84.711,-82.027,-70.944,-93.056,-81.342,-86.511,-81.327,-86.616,-86.004,-91.291,-75.681,,-93.056,-70.944
274,-2.902,-46.975,-48.091,-43.459,-44.592,-50.675,-46.225,-48.458,-49.139,-44.531,-44.964,-46.554,-43.623,-45.439,-50.517,-50.69,-49.453,-50.599,-49.816,-46.56,-47.862,-46.485,,-50.69,-43.459
275,-8.182,-88.785,-90.55,-95.434,-94.176,-88.749,-91.931,-90.779,-99.027,-88.332,-91.633,-95.088,-90.721,-87.567,-94.132,-90.036,-92.401,-88.862,-91.227,-92.138,-90.38,-86.574,,-99.027,-86.574
276,-5.662,-73.939,-70.979,-71.863,-70.775,-71.012,-70.073,-74.595,-72.322,-73.159,-69.144,-73.645,-72,-76.607,-69.761,-71.647,-71.423,-74.428,-75.402,-71.35,-71.226,-71.035,,-76.607,-69.144
277,-7.564,-83.742,-85.614,-90.515,-79.978,-84.597,-82.528,-82.374,-80.008,-82.594,-84.919,-81.62,-76.005,-80.441,-91.053,-79.928,-86.827,-87.998,-82.1,-86.55,-90.925,-72.165,,-91.053,-72.165
278,-4.823,-66.452,-69.298,-64.418,-63.61,-68.856,-68.093,-66.952,-62.068,-64.862,-65.122,-68.847,-67.188,-68.013,-67.532,-64.944,-68.548,-68.195,-71.48,-67.292,-69.673,-66.245,,-71.48,-62.068
279,-10.345,-113.89,-124.031,-116.079,-116.094,-110.315,-113.741,-118.013,-115.886,-116.555,-114.353,-115.971,-110.13,-114.647,-123.115,-115.741,-107.78,-111.392,-116.219,-114.864,-116.475,-116.058,,-124.031,-107.78
280,-0.966,-25.593,-23.96,-34.759,-27.839,-22.623,-27.92,-27.865,-29.616,-26.931,-21.935,-27.973,-24.768,-22.368,-30.973,-25.352,-30.131,-24.07,-24.704,-24.37,-21.82,-26.161,,-34.759,-21.82
281,-7.819,-84.251,-93.183,-95.051,-88.88,-87.759,-89.078,-83.901,-89.6,-87.703,-81.631,-87.619,-87.648,-79.34,-86.88,-94.146,-87.694,-85.378,-85.914,-90.714,-82.167,-86.306,,-95.051,-79.34
282,-4.723,-64.329,-66.248,-67.003,-68.148,-67.312,-64.952,-71.776,-71.496,-65.309,-61.739,-63.826,-61.62,-59.747,-62.065,-67.551,-64.199,-61.08,-65.051,-66.191,-63.349,-64.183,,-71.776,-59.747
283,-5.513,-66.657,-68.962,-70.926,-72.542,-65.65,-67.959,-68.221,-69.774,-62.058,-63.171,-69.039,-65.072,-62.157,-67.483,-68.881,-68.212,-64.122,-66.521,-68.952,-66.958,-67.564,,-72.542,-62.058
284,-7.133,-78.238,-82.496,-84.609,-79.816,-81.34,-82.802,-82.987,-86.127,-73.448,-74.932,-84.788,-73.026,-71.439,-77.824,-88.417,-79.82,-74.261,-82.916,-83.529,-86.646,-79.038,,-88.417,-71.439
285,-8.365,-90.453,-95.377,-93.064,-95.813,-88.895,-90.317,-92.587,-100.728,-98.126,-92.131,-95.853,-92.611,-92.628,-97.104,-93.757,-92.938,-95.869,-92.871,-100.28,-89.186,-95.149,,-100.728,-88.895
286,-1.033,-26.356,-23.257,-27.543,-33.191,-26.585,-21.214,-25.802,-25.124,-24.187,-23.611,-27.086,-26.305,-25.479,-31.571,-23.881,-29.969,-23.842,-29.051,-25.512,-26.889,-29.506,,-33.191,-21.214
287,-6.843,-73.496,-74.68,-75.384,-73.358,-73.672,-78.566,-73.656,-71.518,-74.72,-66.759,-75.814,-71.995,-66.542,-73.649,-80.546,-78.775,-80.25,-75.25,-71.137,-66.319,-79.388,,-80.546,-66.319
288,-3.614,-52.369,-53.984,-48.998,-54.107,-49.956,-53.257,-50.387,-52.709,-52.609,-49.9,-49.231,-50.951,-52.884,-49.369,-52.131,-55.326,-56.452,-53.428,-51.623,-53.14,-54.096,,-56.452,-48.998
289,-7.86,-84.72,-81.893,-83.639,-92.71,-84.304,-86.925,-82.628,-81.692,-83.887,-82.263,-81.514,-83.283,-77.53,-87.64,-83.36,-89.627,-87.353,-87.056,-84.996,-85.341,-81.09,,-92.71,-77.53
290,-7.195,-83.026,-86.417,-82.664,-79.568,-79.614,-81.45,-84.729,-76.796,-78.383,-80.859,-80.986,-76.42,-82.652,-78,-79.341,-88.27,-79.524,-81.959,-79.049,-75.481,-82.521,,-88.27,-75.481
291,-2.667,-44.153,-45.256,-40.002,-48.674,-46.516,-47.987,-45.712,-43.478,-41.27,-48.96,-45.458,-46.086,-45.616,-47.805,-51.939,-48.711,-40.441,-42.088,-48.174,-43.679,-51.236,,-51.939,-40.002
292,-0.781,-23.315,-21.203,-26.693,-24.737,-27.524,-19.855,-29.019,-24.709,-25.922,-27.781,-24.488,-25.32,-24.786,-29.371,-22.53,-24.383,-23.53,-26.269,-22.565,-23.761,-25.764,,-29.371,-19.855
293,-5.148,-55.402,-55.365,-52.229,-55.303,-52.139,-49.495,-54.922,-49.435,-55.274,-50.197,-51.427,-52.513,-51.411,-53.947,-50.778,-52.489,-48.992,-54.732,-55.885,-52.335,-50.626,,-55.885,-48.992
294,-10.076,-110.525,-102.529,-108.661,-105.619,-107.394,-110.045,-104.765,-103.329,-101.708,-103.766,-107.163,-105.6,-104.817,-102.546,-100.724,-102.89,-111.875,-102.192,-99.161,-111.151,-103.418,,-111.875,-99.161
295,3.666,31.468,29.362,32.492,33.319,26.227,24.811,28.737,27.613,31.394,34.607,33.249,33.067,38.14,30.571,34.446,23.698,35.075,29.91,28.78,24.732,31.741,,23.698,38.14
296,-7.688,-81.021,-80.832,-79.013,-77.89,-88.522,-81.129,-78.732,-85.812,-88.188,-79.13,-79.425,-81.955,-70.847,-81.991,-85.124,-78.545,-83.142,-83.976,-86.678,-87.802,-89.035,,-89.035,-70.847
297,-10.361,-113.951,-99.398,-113.579,-107.383,-112.865,-108.654,-116.344,-117.453,-117.33,-105.762,-111.894,-102.833,-110.67,-99.465,-110.938,-110.862,-113.928,-115.032,-113.598,-116.579,-107.163,,-117.453,-99.398
298,6.253,63.341,53.423,51.969,56.655,51.029,54.973,63.639,57.714,67.55,57.076,56.397,58.805,55.71,50.669,53.492,57.072,52.348,59.493,59.875,72.914,55.508,,50.669,72.914
299,-5.669,-56.143,-52.127,-64.472,-56.494,-69.777,-49.997,-61.366,-54.969,-62.002,-60.427,-62.066,-51.496,-59.777,-64.314,-62.843,-68.554,-53.979,-63.619,-65.744,-62.18,-61.136,,-69.777,-49.997
300,-9.824,-107.341,-104.271,-103.403,-112.494,-106.503,-107.131,-108.676,-110.072,-106.061,-106.826,-108.244,-108.519,-104.113,-105.376,-93.548,-109.012,-102.057,-109.052,-115.547,-99.725,-104.225,,-115.547,-93.548
301,-6.634,-86.566,-76.109,-81.544,-75.927,-74.584,-79.123,-81.117,-77.831,-76.422,-76.86,-78.587,-75.667,-79.594,-75.823,-78.79,-77.724,-75.622,-81.859,-85.443,-77.167,-82.151,,-86.566,-74.584
302,-2.35,-41.612,-40.778,-39.062,-43.663,-39.195,-46.159,-42.969,-43.518,-39.185,-38.832,-37.149,-48.928,-42.352,-42.455,-46.412,-39.282,-38.882,-39.418,-45.338,-38.702,-47.705,,-48.928,-37.149
303,-2.976,-43.115,-44.278,-39.106,-46.183,-37.397,-45.914,-45.801,-44.529,-47.665,-39.104,-40.524,-48.675,-41.621,-41.543,-46.453,-40.205,-47.922,-48.781,-45.085,-45.768,-48.759,,-48.781,-37.397
304,-7.06,-77.177,-83.505,-73.98,-73.502,-73.615,-75.95,-73.096,-73.277,-73.203,-76.355,-74.139,-73.867,-76.539,-77.818,-72.114,-72.32,-74.247,-77.611,-74.337,-77.032,-72.652,,-83.505,-72.114
305,3.725,32.198,29.146,33.628,32.717,34.626,29.646,29.107,32.18,35.091,31.326,31.993,36.746,32.836,29.66,34.343,29.865,32.95,31.52,33.522,32.101,31.634,,29.107,36.746
306,-5.563,-54.934,-57.19,-60.203,-57.19,-58.016,-53.649,-62.307,-62.945,-52.983,-57.3,-56.935,-46.541,-49.503,-50.548,-53.84,-59.362,-52.211,-71.023,-56.094,-66.974,-51.373,,-71.023,-46.541
307,-8.124,-86.392,-90.916,-90.669,-84.025,-85.839,-83.514,-87.943,-86.731,-82.08,-86.173,-91.463,-90.374,-82.691,-84.973,-88.591,-91.561,-83.493,-87.368,-88.959,-88.39,-85.501,,-91.561,-82.08
308,0.551,-6.611,-4.71,-4.682,-8.555,-8.292,-5.719,-7.601,-5.403,-6.699,-6.253,-7.535,-3.855,-7.474,-8.105,-10.518,-3.349,-5.855,-8.323,-4.64,-8.093,-8.542,,-10.518,-3.349
309,2.12,12.432,15.462,11.022,7.691,6.927,11.601,10.217,6.07,9.384,3.248,10.843,9.08,14.755,9.968,13.128,12.418,19.943,7.789,13.695,3.188,9.358,,3.188,19.943
310,-6.368,-65.133,-59.944,-62.036,-61.956,-62.292,-61.511,-64.982,-65.062,-62.208,-68.041,-58.108,-60.904,-58.183,-66.502,-66.818,-64.981,-63.873,-65.322,-69.144,-57.945,-62.774,,-69.144,-57.945
311,-8.604,-92.303,-86.217,-96.242,-88.835,-90.233,-86.955,-88.506,-88.196,-89.572,-87.59,-96.242,-85.29,-86.471,-88.702,-93.888,-89.658,-89.152,-90.231,-93.423,-82.595,-88.58,,-96.242,-82.595
312,1.225,1.41,-0.152,3.868,-3.125,1.803,1.834,0.385,0.256,2.763,-0.64,0.392,-0.348,0.39,0.066,-4.248,-1.37,2.541,-2.478,2.984,-5.279,0.744,,-5.279,3.868
313,-10.983,-121.61,-121.327,-124.585,-125.819,-124.516,-125.608,-124.46,-120.12,-118.665,-124.963,-125.218,-124.851,-124.44,-124.453,-125.178,-125.73,-119.538,-125.47,-127.359,-125.485,-122.762,,-127.359,-118.665
314,-7.595,-99.009,-90.957,-88.631,-84.015,-86.315,-85.897,-89.835,-77.2,-87.537,-96.082,-92.876,-81.568,-94.82,-88.131,-90.557,-94.439,-77.871,-86.493,-92.614,-83.25,-83.364,,-99.009,-77.2
315,1.289,2.183,-2.814,1.511,-3.237,1.179,3.439,0.943,2.041,1.152,0.957,-0.811,2.423,1.115,3.053,-1.498,-3.331,5.704,-0.711,2.941,0.565,1.498,,-3.331,5.704
316,-2.694,-26.1,-29.822,-33.719,-29.734,-31.731,-32.536,-32.021,-34.841,-28.951,-31.673,-31.663,-27.721,-27.383,-32.209,-37.207,-33.44,-27.829,-30.107,-27.612,-28.17,-29.012,,-37.207,-26.1
317,-3.418,-33.349,-33.346,-37.613,-38.759,-38.478,-38.053,-41.951,-34.417,-39.586,-35.772,-37.814,-35.44,-38.96,-40.072,-37.746,-37.454,-32.955,-38.781,-35.792,-33.156,-34.863,,-41.951,-32.955
318,-0.84,-18.01,-20.665,-17.001,-15.055,-22.218,-22.242,-19.176,-13.443,-16.8,-22.811,-20.987,-23.603,-23.813,-22.258,-21.498,-13.555,-21.069,-23.743,-25.056,-19.995,-25.344,,-25.344,-13.443
319,-2.749,-27.872,-30.413,-27.783,-28.81,-32.221,-30.103,-31.203,-33.65,-30.284,-31.33,-31.186,-30.642,-32.112,-30.058,-30.466,-31.241,-30.689,-32.243,-33.968,-32.661,-33.96,,-33.968,-27.783
320,-7.218,-75.6,-74.846,-75.521,-77.335,-76.241,-73.492,-79.046,-77.857,-76.96,-75.413,-77.631,-79.318,-77.626,-76.668,-76.995,-78.089,-79.56,-79.735,-78.323,-77.732,-78.013,,-79.735,-73.492
321,3.196,25.686,28.887,23.766,23.664,23.606,24.391,19.611,21.769,28.914,27.265,28.526,24.393,29.078,19.721,28.276,18.431,28.536,23.719,23.327,23.563,21.934,,18.431,29.078
322,3.509,29.538,33.27,28.445,27.735,30.776,33.214,37.915,28.988,33.597,39.031,33.623,41.549,37.255,27.019,38.084,28.089,35.269,31.637,27.03,35.571,33.3,,27.019,41.549
323,-0.852,-2.489,2.592,4.301,-1.526,-0.419,7.963,-1.46,4.339,4.029,5.122,-3.291,3.852,1.462,1.48,4.476,1.698,7.158,0.426,1.023,-0.416,2.826,,-3.291,7.963
324,-1.374,-7.8,-5.617,-3.072,-5.077,-7.456,-7.23,-9.949,-8.718,-3.184,-5.915,-6.044,-2.816,-9.515,-7.193,-9.59,0.691,-2.576,-1.593,-6.551,-6.511,-8.241,,-9.949,0.691
325,7.924,83.935,76.895,83.364,83.561,82.507,87.568,86.287,79.063,90.41,87.128,84.838,89.151,79.08,83.052,82.446,82.131,85.536,80.61,80.969,80.209,87.457,,76.895,90.41
326,-2.419,-16.108,-24.884,-19.205,-18.252,-15.074,-21.986,-14.205,-14.629,-18.78,-18.024,-20.092,-8.76,-12.577,-15.757,-19.601,-11.505,-13.821,-13.024,-14.842,-21.635,-13.55,,-24.884,-8.76
327,-2.23,-16.108,-19.215,-16.735,-17.518,-16.805,-16.714,-12.574,-23.317,-20.569,-19.935,-24.167,-16.452,-15.806,-19.947,-20.544,-12.745,-15.73,-21.047,-14.255,-16.284,-20.779,,-24.167,-12.574
328,0.389,1.226,-2.749,0.884,-3.261,-3.775,-3.769,1.889,-0.42,-5.27,-3.364,-3.689,6.029,-5.385,-0.761,-6.883,-4.206,-3.277,-1.006,-1.619,-4.267,-2.315,,-6.883,6.029
329,4.94,48.29,48.913,48.424,49.94,45.205,46.684,48.772,47.697,48.189,45.888,47.629,49.686,46.222,43.993,46.946,46.343,47.511,44.218,51.048,47.423,46.048,,43.993,51.048
330,5.549,55.338,53.941,55.023,54.056,52.133,57.487,54.801,52.435,53.225,57.478,54.08,54.1,56.37,54.707,53.451,54.103,57.445,54.849,56.568,56.157,54.626,,52.133,57.487
331,-1.732,-8.173,-4.303,-4.995,-5.815,-4.745,-13.593,-10.365,-0.093,-5.496,-3.077,-8.043,2.31,-8.79,-12.742,-10.115,-3.118,-10.355,-7.703,-13.85,-6.285,-3.888,,-13.85,2.31
332,0.661,5.585,11.132,14.383,9.635,6.544,8.583,11.59,12.808,8.978,8.074,13.808,7.906,6.696,7.017,6.202,12.493,11.14,4.254,13.15,10.434,11.056,,4.254,14.383
333,-5.96,-59.732,-63.001,-64.81,-63.685,-55.986,-57.315,-58.163,-57.586,-56.641,-61.27,-58.488,-59.055,-62.397,-58.878,-56.973,-57.218,-56.709,-58.115,-58.631,-55.523,-55.341,,-64.81,-55.341
334,-1.57,-27.414,-27.773,-23.044,-32.837,-24.192,-25.902,-28.061,-25.435,-27.4,-26.863,-27.2,-25.981,-30.685,-25.259,-26.256,-24.395,-29.084,-26.284,-24.149,-27.319,-27.965,,-32.837,-23.044
335,-3.558,-37.882,-39.127,-34.205,-38.406,-36.038,-39.748,-41.635,-35.81,-39.731,-37.203,-39.426,-35.656,-35.846,-40.035,-35.903,-38.69,-39.446,-39.471,-36.417,-41.529,-37.313,,-41.635,-34.205
336,-4.098,-42.324,-43.871,-40.74,-44.034,-44.162,-48.061,-45.672,-45.794,-45.639,-41.484,-47.846,-45.869,-42.144,-47.328,-45.452,-42.232,-44.513,-46.787,-40.281,-44.729,-47.234,,-48.061,-40.281
337,6.781,69.852,71.241,71.531,70.054,68.795,71.926,69.707,67.02,68.286,66.691,71.549,69.401,71.68,68.028,67.838,69.11,64.215,70.907,70.547,61.775,59.175,,59.175,71.926
338,-2.988,-23.139,-31.259,-30.745,-21.86,-32.313,-26.9,-27.277,-24.691,-31.572,-31.324,-32.561,-22.506,-27.456,-28.527,-26.762,-25.607,-30.456,-29.983,-28.53,-30.119,-22.151,,-32.561,-21.86
339,-1.82,-18.572,-22.674,-20.355,-12.079,-21.128,-12.405,-11.124,-28.483,-15.432,-23.105,-24.976,-18.456,-16.27,-21.225,-30.297,-14.615,-19.82,-10.496,-16.902,-15.106,-27.2,,-30.297,-10.496
340,1.895,14.211,8.228,5.65,9.767,11.397,9.411,16.202,5.733,9.501,10.286,11.597,11.35,7.901,13.843,11.137,15.358,11.239,11.94,13.752,13.943,4.843,,4.843,16.202
341,5.748,57.375,52.063,56.265,55.15,58.751,53.444,56.304,51.677,62.213,55.075,58.325,57.753,53.333,56.408,49.856,62.115,61.066,52.403,60.092,56.914,55.807,,49.856,62.213
342,3.087,41.324,36.113,43.168,42.465,39.402,42.266,43.445,36.715,41.159,46.652,40.927,43.424,38.924,40.981,42.008,41.785,45.381,38.787,43.057,42.627,37.684,,36.113,46.652
343,14.603,166.21,150.552,138.89,156.56,146.804,150.793,146.742,145.968,165.458,156.512,139.843,151.718,147.497,143.747,131.565,143.642,149.912,139.014,133.62,144.429,149.57,,131.565,166.21
344,0.557,20.55,27.401,16.689,29.49,17.674,22.379,13.557,21.232,24.215,9.711,16.654,16.506,22.298,11.451,17.13,25.285,25.929,23.986,18.143,18.511,16.407,,9.711,29.49
345,2.347,29.491,39.345,33.927,41.986,32.713,34.009,38.467,34.334,37.166,30.143,28.098,44.967,42.838,32.375,34.861,42.302,40.352,41.454,37.541,31.601,37.086,,28.098,44.967
346,2.554,31.092,32.504,32.283,38.444,29.628,29.779,33.918,27.206,27.268,33.598,25.191,33.168,36.093,29.595,27.744,38.972,34.081,33.222,33.494,33.14,29.799,,25.191,38.972
347,8.473,91.393,94.437,90.082,90.55,88.501,92.342,93.007,88.736,93.904,90.83,92.472,90.031,97.479,93.23,89.077,97.79,90.516,84.02,92.604,93.741,95.434,,84.02,97.79
348,3.955,57.782,64.513,56.324,53.398,54.007,56.213,59.18,62.434,59.264,54.534,58.375,60.161,59.481,53.783,52.615,58.053,53.655,57.172,56.707,57.392,58.671,,52.615,64.513
349,0.958,25.196,26.363,26.433,19.151,23.812,33.735,21.034,22.578,19.968,25.903,19.899,30.836,21.342,24.239,25.663,31.558,26.667,24.394,24.407,23.213,24.175,,19.151,33.735
350,-3.079,-24.243,-24.139,-21.656,-22.583,-24.684,-23.993,-22.366,-19.992,-31.495,-29.519,-22.927,-18.493,-35.004,-28.166,-25.402,-23.347,-18.308,-21.884,-20.334,-26.393,-20.675,,-35.004,-18.308
351,2.999,25.812,21.664,25.755,23.714,22.456,25.544,30.306,22.741,26.451,27.592,25.336,21.941,24.808,24.429,25.452,26.973,26.326,26.72,26.523,23.229,26.921,,21.664,30.306
352,8.9,95.954,93.482,96.895,95.131,91.508,97.823,92.553,86.796,96.47,99.476,97.132,101.138,102.701,90.714,90.834,92.262,95,90.591,91.148,95.068,98.38,,86.796,102.701
353,-0.043,12.976,15.952,13.406,10.766,12.91,12.168,13.885,14.767,14.088,13.03,13.857,17.694,12.224,16.035,16.125,15.147,8.324,15.127,15.43,14.685,10.948,,8.324,17.694
354,4.768,49.576,50.336,49.518,49.109,53.489,48.808,47.575,49.848,51.307,50.663,50.817,45.057,46.893,46.414,47.278,45.675,48.82,49.9,48.051,54.322,49.802,,45.057,54.322
